Date,Forecast Units,Bottom Up Forecast Baseline Units,Actual ExF Sales Units,Actual Scan Sales (Shifted) Units,Scan Forecast (Shifted) Units,Actual Scan Sales Baseline (Shifted) Units,PPP / EA,RRP / EA,,Start Date,End Date,Type,Incremental Units
26/11/16,3676.566451,3676.566451,1344,2638.991838,3676.566451,2638.991838,4.245932236,4.26224721,,,,,
3/12/16,3592.869378,3592.869378,3456,2608.997916,3592.869378,2608.997916,4.174437965,4.245932236,,,,,
10/12/16,3616.676926,3616.676926,3456,2741.003874,3616.676926,2741.003874,4.196374253,4.196374253,,,,,
17/12/16,3445.766985,3445.766985,3072,2054.999856,3445.766985,2054.999856,4.228245238,4.228245238,,,,,
24/12/16,2214.290662,2214.290662,0,2706.005862,2214.290662,2706.005862,4.240069882,4.240069882,,,,,
31/12/16,2542.756343,2542.756343,3456,3532.001886,2542.756343,3532.001886,4.113693507,4.240069882,,,,,
7/1/17,3647.475857,3647.475857,10944,3419.99994,3647.475857,3400.667928,4.21624636,4.193190159,,,,,
14/1/17,20056.74099,3692.457596,15552,5912.003916,10304.28927,2986.667838,2.914537978,4.193190159,,,,,
21/1/17,19516.66482,3152.381421,20736,17267.99991,26293.79229,3148.32588,2.15910751,4.140098038,,,,,
28/1/17,842.6443444,3707.865998,0,3356.003868,3707.865998,3356.003868,4.24229793,4.24229793,,,,,
4/2/17,0,0,0,2876.003844,0,2876.003844,4.20647253,4.24229793,,,,,
11/2/17,2851.907504,2962.010105,1728,11435.00392,15.99646741,3138.329922,2.105896831,4.20647253,,,,,
18/2/17,2948.90095,2948.90095,3456,3017.993832,2948.90095,3017.993832,4.021716079,4.156868275,,,,,
25/2/17,2998.601897,2998.601897,1728,3245.999862,2998.601897,3245.999862,4.184242686,4.184242686,,,,,
4/3/17,1728,1728,1728,2989.99785,1728,2989.99785,4.203278863,4.203278863,,,,,
11/3/17,4032,4032,4800,3343.997874,4032,3343.997874,4.262457828,4.262457828,,,,,
18/3/17,2981.753629,2981.753629,2496,3312.99591,2981.753629,3312.99591,4.228192447,4.262457828,,,,,
25/3/17,3037.794983,3037.794983,5760,3490.997916,3037.794983,3490.997916,4.236660201,4.236660201,,,,,
1/4/17,5590.394288,3067.232428,2688,3325.001904,3067.232428,3325.001904,4.259395488,4.259395488,,,,,
8/4/17,5474.667792,2951.505932,7488,5835.995928,7539.07295,3343.991868,3.011385489,4.259395488,,,,,
15/4/17,2306.729072,2765.485774,1728,2850.005844,2765.485774,2850.005844,4.21308656,4.237028991,,,,,
22/4/17,770.88,770.88,768,3516.995874,770.88,3516.995874,4.225009781,4.225009781,,,,,
29/4/17,4034.1,4034.1,4032,3578.003898,4034.1,3570.335874,4.215,4.236866529,,,,,
6/5/17,3154.287835,3154.287835,3648,3283.001904,3154.287835,3283.001904,4.186530458,4.236866529,,,,,
13/5/17,3211.412902,3211.412902,2496,3528.005838,3211.412902,3528.005838,4.270039317,4.270039317,,,,,
